time,open,high,low,close,volume
2021-04-06 20:00:00,2210.95,2210.95,2210.95,2210.95,123
2021-04-06 19:00:00,2210.13,2210.13,2210.0,2210.0,1025
2021-04-06 18:00:00,2209.28,2209.28,2209.28,2209.28,214
2021-04-06 17:00:00,2209.26,2209.26,2209.26,2209.26,43569
2021-04-06 16:00:00,2210.0,2215.88,2204.4,2210.19,313519
2021-04-06 15:00:00,2217.41,2217.49,2204.47,2209.76,190064
2021-04-06 14:00:00,2218.31,2218.7016,2208.16,2217.3213,135875
2021-04-06 13:00:00,2217.29,2219.34,2213.54,2218.07,92385
2021-04-06 12:00:00,2206.265,2220.98,2201.79,2218.39,189823
2021-04-06 11:00:00,2215.02,2218.88,2202.145,2205.75,291816
2021-04-06 10:00:00,2219.06,2228.0,2205.0,2215.61,294957
2021-04-06 09:00:00,2217.38,2219.02,2217.38,2219.02,409
2021-04-06 08:00:00,2214.58,2214.58,2214.58,2214.58,357
2021-04-06 06:00:00,2212.25,2212.25,2212.25,2212.25,400
2021-04-05 20:00:00,2221.75,2221.75,2220.21,2220.21,604
2021-04-05 19:00:00,2221.0,2221.0,2218.96,2218.96,1234
2021-04-05 17:00:00,2218.96,2221.5,2218.0,2221.5,22384
2021-04-05 16:00:00,2220.22,2224.86,2208.12,2219.06,433834
2021-04-05 15:00:00,2223.21,2226.29,2218.21,2220.55,161493
2021-04-05 14:00:00,2218.3,2228.99,2218.3,2223.345,172246
2021-04-05 13:00:00,2207.066,2222.4414,2205.77,2218.935,276193
2021-04-05 12:00:00,2196.3428,2213.0,2193.11,2206.664,254104
2021-04-05 11:00:00,2186.4,2198.82,2181.48,2195.63,418742
2021-04-05 10:00:00,2144.0,2190.44,2142.0,2186.4,455956
2021-04-05 09:00:00,2137.0,2147.0,2135.33,2147.0,5665
2021-04-05 08:00:00,2137.0,2140.0,2132.0,2140.0,1853
2021-04-01 19:00:00,2130.95,2130.95,2130.11,2130.11,355
2021-04-01 18:00:00,2129.91,2130.9899,2129.91,2130.9899,827
2021-04-01 17:00:00,2129.78,2131.1,2129.78,2129.8,22134
2021-04-01 16:00:00,2123.19,2135.75,2118.85,2129.97,450291
2021-04-01 15:00:00,2120.94,2128.3048,2120.65,2124.115,174547
2021-04-01 14:00:00,2119.05,2121.9699,2115.06,2121.07,157588
2021-04-01 13:00:00,2114.2,2121.96,2114.0,2119.105,163728
2021-04-01 12:00:00,2107.9307,2119.65,2103.14,2115.96,197418
2021-04-01 11:00:00,2097.06,2111.3927,2091.57,2106.88,258570
2021-04-01 10:00:00,2089.99,2110.58,2089.99,2097.3,399089
2021-04-01 09:00:00,2084.84,2089.98,2062.52,2062.52,2419
2021-04-01 08:00:00,2081.0,2085.69,2080.06,2085.69,1635
2021-04-01 06:00:00,2084.5,2084.5,2083.6,2083.6,300
2021-03-31 20:00:00,2063.0,2063.0,2063.0,2063.0,404
2021-03-31 17:00:00,2062.52,2064.99,2061.81,2062.52,61488
2021-03-31 16:00:00,2073.46,2076.155,2058.02,2062.64,469895
2021-03-31 15:00:00,2076.75,2076.95,2069.9,2073.58,225836
2021-03-31 14:00:00,2083.68,2086.045,2076.04,2077.25,129248
2021-03-31 13:00:00,2077.9716,2086.26,2076.66,2085.78,204175
2021-03-31 12:00:00,2073.23,2078.125,2068.46,2077.54,111053
2021-03-31 11:00:00,2059.1475,2079.0,2059.1475,2073.39,275592
2021-03-31 10:00:00,2057.0,2061.32,2047.0,2059.46,183527
2021-03-31 08:00:00,2052.0,2053.0,2052.0,2053.0,274
2021-03-30 20:00:00,2045.5,2045.5,2045.5,2045.5,100
2021-03-30 18:00:00,2046.0,2046.0,2046.0,2046.0,262
2021-03-30 17:00:00,2046.47,2046.47,2043.3,2043.3,52859
2021-03-30 16:00:00,2049.64,2053.0,2038.42,2047.14,255439
2021-03-30 15:00:00,2043.65,2050.875,2040.8,2050.65,80295
2021-03-30 14:00:00,2042.79,2049.0113,2038.31,2044.84,62376
2021-03-30 13:00:00,2047.89,2050.1028,2041.04,2043.666,78481
2021-03-30 12:00:00,2050.8899,2058.2,2047.365,2048.2569,146406
2021-03-30 11:00:00,2052.96,2054.6,2036.15,2050.27,203960
2021-03-30 10:00:00,2052.0,2062.67,2045.0,2054.38,218682
2021-03-30 09:00:00,2052.95,2052.95,2043.0,2043.0301,1456
2021-03-30 08:00:00,2050.0,2051.0,2050.0,2051.0,639
2021-03-30 07:00:00,2052.3,2052.3,2052.06,2052.06,361
2021-03-29 20:00:00,2060.0,2060.0,2060.0,2060.0,153
