time,open,high,low,close,volume
2021-05-06 20:00:00,2340.0,2340.0,2340.0,2340.0,102
2021-05-06 18:00:00,2339.0,2339.0,2339.0,2339.0,203
2021-05-06 17:00:00,2337.35,2337.35,2337.3,2337.35,32185
2021-05-06 16:00:00,2321.0,2337.35,2319.94,2336.8,372182
2021-05-06 15:00:00,2311.89,2322.3099,2311.89,2320.855,78224
2021-05-06 14:00:00,2324.81,2328.4604,2311.18,2311.18,73330
2021-05-06 13:00:00,2323.88,2328.88,2316.5151,2326.71,92692
2021-05-06 12:00:00,2309.02,2329.6,2300.94,2323.68,111480
2021-05-06 11:00:00,2303.85,2314.0,2293.0418,2307.71,171097
2021-05-06 10:00:00,2314.0,2319.53,2302.54,2305.97,145472
2021-05-06 09:00:00,2310.0101,2311.0,2310.01,2311.0,1854
2021-05-06 08:00:00,2316.01,2316.01,2310.3,2310.3,438
2021-05-05 20:00:00,2314.73,2314.73,2311.5,2313.85,621
2021-05-05 18:00:00,2314.77,2315.0,2314.77,2315.0,1006
2021-05-05 17:00:00,2314.77,2314.77,2313.7,2314.77,62638
2021-05-05 16:00:00,2321.71,2321.71,2308.28,2315.68,262032
2021-05-05 15:00:00,2323.75,2324.5,2317.94,2320.21,95885
2021-05-05 14:00:00,2320.75,2327.49,2316.47,2323.715,81656
2021-05-05 13:00:00,2326.79,2332.42,2321.63,2321.63,119169
2021-05-05 12:00:00,2321.46,2327.56,2318.45,2325.99,115261
2021-05-05 11:00:00,2318.73,2334.41,2310.03,2323.765,236365
2021-05-05 10:00:00,2320.01,2335.0,2314.688,2316.165,231910
2021-05-05 09:00:00,2321.0,2321.1219,2317.05,2319.0,8502
2021-05-04 18:00:00,2300.17,2302.0,2300.17,2300.17,1485
2021-05-04 17:00:00,2306.83,2309.14,2301.11,2301.11,56651
2021-05-04 16:00:00,2300.31,2311.15,2290.27,2310.28,413316
2021-05-04 15:00:00,2280.415,2301.205,2278.195,2300.62,193677
2021-05-04 14:00:00,2259.22,2281.08,2259.22,2280.475,174546
2021-05-04 13:00:00,2258.36,2270.9797,2256.68,2259.65,216222
2021-05-04 12:00:00,2283.4374,2288.68,2256.97,2259.195,327692
2021-05-04 11:00:00,2299.73,2300.0,2279.4,2284.19,380743
2021-05-04 10:00:00,2317.1181,2324.9899,2296.15,2300.01,256045
2021-05-04 09:00:00,2321.05,2322.5,2317.11,2317.11,2238
2021-05-04 08:00:00,2324.0,2324.0,2324.0,2324.0,660
2021-05-04 06:00:00,2331.99,2331.99,2331.99,2331.99,308
2021-05-03 17:00:00,2343.08,2343.08,2338.0,2342.39,19181
2021-05-03 16:00:00,2350.81,2352.99,2335.5,2343.11,258826
2021-05-03 15:00:00,2349.93,2351.85,2345.675,2350.97,92711
2021-05-03 14:00:00,2347.9,2352.02,2343.485,2348.12,102362
2021-05-03 13:00:00,2356.34,2356.4,2342.47,2345.82,100360
2021-05-03 12:00:00,2359.5251,2362.38,2350.67,2356.45,174230
2021-05-03 11:00:00,2361.27,2381.55,2358.0,2360.51,270999
2021-05-03 10:00:00,2372.0,2375.0,2346.66,2360.795,260300
2021-05-03 09:00:00,2367.0,2369.89,2366.98,2369.89,674
2021-05-03 08:00:00,2362.0,2363.5,2362.0,2363.5,425
2021-04-30 18:00:00,2354.9,2357.99,2354.9,2356.91,856
2021-04-30 17:00:00,2353.5,2355.16,2353.5,2354.99,55814
2021-04-30 16:00:00,2356.69,2359.5,2348.05,2355.08,462372
2021-04-30 15:00:00,2351.94,2360.94,2351.94,2356.67,169047
2021-04-30 14:00:00,2358.47,2360.49,2348.26,2351.085,142505
2021-04-30 13:00:00,2356.32,2358.46,2349.37,2358.46,187776
2021-04-30 12:00:00,2356.07,2358.8,2349.35,2355.33,176946
2021-04-30 11:00:00,2369.31,2374.11,2346.56,2355.59,486037
2021-04-30 10:00:00,2366.01,2381.85,2362.89,2370.42,334611
2021-04-30 09:00:00,2372.0,2372.0,2368.0,2370.0,1336
2021-04-30 08:00:00,2370.0,2370.0,2370.0,2370.0,606
2021-04-29 20:00:00,2382.95,2384.74,2382.92,2384.0,1108
2021-04-29 19:00:00,2383.25,2389.97,2382.3,2389.97,1782
2021-04-29 17:00:00,2392.76,2392.76,2381.0,2382.11,48348
2021-04-29 16:00:00,2402.67,2402.76,2389.204,2392.51,307804
2021-04-29 15:00:00,2394.69,2404.03,2390.1001,2402.09,183406
2021-04-29 14:00:00,2382.93,2394.185,2380.2,2394.185,130341
2021-04-29 13:00:00,2387.57,2387.57,2373.85,2383.1,150039
