time,open,high,low,close,volume
2021-02-05 19:00:00,2093.84,2094.25,2091.0,2094.25,1720
2021-02-05 18:00:00,2094.5,2094.5,2093.97,2093.97,1945
2021-02-05 17:00:00,2088.83,2090.99,2088.83,2089.41,69697
2021-02-05 16:00:00,2080.45,2091.0,2078.06,2089.5,282513
2021-02-05 15:00:00,2082.96,2091.3799,2080.0,2080.36,130710
2021-02-05 14:00:00,2083.0359,2095.94,2082.185,2082.56,140001
2021-02-05 13:00:00,2064.98,2085.5,2064.98,2083.95,149637
2021-02-05 12:00:00,2065.0,2068.96,2059.86,2065.0,141595
2021-02-05 11:00:00,2055.735,2068.76,2055.62,2065.53,182537
2021-02-05 10:00:00,2057.94,2074.7099,2050.0,2056.07,244487
2021-02-05 09:00:00,2048.5,2056.1,2048.5,2053.0,4089
2021-02-05 08:00:00,2060.11,2060.11,2060.1,2060.1,1288
2021-02-04 20:00:00,2051.1001,2055.24,2051.1,2054.11,2197
2021-02-04 18:00:00,2054.23,2054.23,2054.23,2054.23,202
2021-02-04 17:00:00,2053.63,2056.91,2052.19,2056.0,114740
2021-02-04 16:00:00,2053.105,2056.58,2046.7,2055.27,403140
2021-02-04 15:00:00,2046.03,2056.62,2043.84,2053.57,182268
2021-02-04 14:00:00,2045.15,2054.22,2043.76,2046.065,165939
2021-02-04 13:00:00,2044.03,2047.7,2038.5501,2045.04,169255
2021-02-04 12:00:00,2041.06,2051.97,2035.1,2043.78,295574
2021-02-04 11:00:00,2045.92,2054.313,2035.84,2041.94,378185
2021-02-04 10:00:00,2059.0,2069.3,2038.645,2046.41,431990
2021-02-04 09:00:00,2059.23,2063.42,2059.23,2061.9,6644
2021-02-04 08:00:00,2060.0,2060.0,2059.23,2059.23,456
2021-02-03 20:00:00,2058.88,2058.88,2058.88,2058.88,210
2021-02-03 19:00:00,2060.5,2061.74,2060.5,2061.74,602
2021-02-03 18:00:00,2061.0,2062.0,2058.1,2058.1,6418
2021-02-03 17:00:00,2058.88,2061.0,2052.81,2058.88,76655
2021-02-03 16:00:00,2093.73,2098.79,2057.29,2057.29,750966
2021-02-03 15:00:00,2096.38,2106.6234,2088.0,2094.64,477522
2021-02-03 14:00:00,2077.66,2095.9743,2070.8117,2095.9743,384023
2021-02-03 13:00:00,2068.61,2082.05,2067.77,2076.3493,365966
2021-02-03 12:00:00,2056.93,2071.0,2056.69,2068.0,409810
2021-02-03 11:00:00,2075.975,2080.16,2043.99,2056.82,785581
2021-02-03 10:00:00,2051.0,2086.99,2013.55,2075.955,1338603
2021-02-03 09:00:00,2063.0,2073.95,2048.1,2049.83,55195
2021-02-03 08:00:00,2062.0,2066.77,2057.42,2064.0,18580
2021-02-03 05:00:00,2053.15,2053.15,2052.2,2052.22,1488
2021-02-02 20:00:00,2050.01,2063.88,2050.0,2063.88,9018
2021-02-02 19:00:00,2065.0,2065.0,2046.0,2053.0,19360
2021-02-02 18:00:00,2042.0,2082.4,2040.82,2064.96,87384
2021-02-02 17:00:00,1919.12,2073.5,1919.12,2042.0,652638
2021-02-02 16:00:00,1930.24,1938.77,1917.6,1917.6,706178
2021-02-02 15:00:00,1926.6,1933.43,1924.01,1929.96,277834
2021-02-02 14:00:00,1928.0,1929.92,1917.92,1926.35,183227
2021-02-02 13:00:00,1929.465,1935.415,1923.24,1927.61,199850
2021-02-02 12:00:00,1925.48,1929.87,1916.7192,1929.48,164963
2021-02-02 11:00:00,1911.0,1933.55,1906.37,1925.63,318755
2021-02-02 10:00:00,1917.0,1949.37,1910.0,1910.99,529768
2021-02-02 09:00:00,1914.51,1917.49,1914.51,1917.0,2325
2021-02-02 08:00:00,1915.0,1916.6,1915.0,1916.6,1602
2021-02-02 06:00:00,1918.0,1918.0,1918.0,1918.0,200
