time,open,high,low,close,volume
2021-01-06 20:00:00,1731.0,1731.0,1731.0,1731.0,100
2021-01-06 19:00:00,1732.2,1732.2,1731.0,1731.0,412
2021-01-06 18:00:00,1730.0,1730.0,1730.0,1730.0,1272
2021-01-06 17:00:00,1725.01,1735.37,1722.88,1732.0,30675
2021-01-06 16:00:00,1720.03,1728.83,1715.245,1723.38,825504
2021-01-06 15:00:00,1728.23,1732.985,1718.43,1721.2825,168766
2021-01-06 14:00:00,1723.4877,1734.39,1720.93,1728.265,141751
2021-01-06 13:00:00,1725.51,1728.9924,1719.39,1722.77,146533
2021-01-06 12:00:00,1732.205,1738.485,1724.28,1725.51,185131
2021-01-06 11:00:00,1710.88,1743.965,1706.86,1732.38,245637
2021-01-06 10:00:00,1707.36,1719.84,1696.1014,1711.42,350609
2021-01-06 09:00:00,1706.4608,1715.65,1705.0,1709.0,4369
2021-01-06 08:00:00,1700.0,1712.0,1700.0,1706.0,2001
2021-01-06 07:00:00,1699.0,1699.0,1699.0,1699.0,241
2021-01-06 06:00:00,1705.0,1705.0,1700.0,1700.0,1896
2021-01-06 05:00:00,1704.12,1704.12,1704.12,1704.12,200
2021-01-05 20:00:00,1741.0,1741.0,1741.0,1741.0,109
2021-01-05 17:00:00,1740.05,1740.05,1738.0,1739.57,61161
2021-01-05 16:00:00,1736.825,1741.32,1732.17,1739.26,198656
2021-01-05 15:00:00,1736.14,1741.9646,1736.14,1737.64,99375
2021-01-05 14:00:00,1732.3,1738.55,1731.0201,1735.0,43222
2021-01-05 13:00:00,1733.38,1734.2,1728.111,1731.94,75569
2021-01-05 12:00:00,1732.83,1736.43,1728.04,1732.96,100758
2021-01-05 11:00:00,1744.41,1746.83,1731.915,1733.41,143526
2021-01-05 10:00:00,1718.0,1744.0,1716.9,1743.895,161015
2021-01-05 09:00:00,1717.0,1718.01,1717.0,1717.0,2105
2021-01-04 20:00:00,1720.05,1720.05,1719.5,1720.0,593
2021-01-04 19:00:00,1720.71,1720.71,1720.71,1720.71,133
2021-01-04 17:00:00,1726.13,1726.4752,1721.4,1722.5111,54434
2021-01-04 16:00:00,1726.85,1734.5,1722.84,1726.39,365196
2021-01-04 15:00:00,1728.79,1728.845,1721.235,1727.252,155811
2021-01-04 14:00:00,1711.87,1729.21,1710.3,1728.245,182938
2021-01-04 13:00:00,1719.5,1720.73,1707.14,1712.51,177090
2021-01-04 12:00:00,1736.12,1739.56,1718.33,1719.17,188431
2021-01-04 11:00:00,1747.87,1756.89,1736.94,1737.6,202306
2021-01-04 10:00:00,1761.0,1762.4899,1745.1761,1745.1761,184596
2021-01-04 09:00:00,1759.0,1762.16,1758.0,1762.16,740
2021-01-04 08:00:00,1762.0,1762.0,1761.55,1761.55,618
2021-01-04 05:00:00,1766.95,1766.95,1766.95,1766.95,112
2020-12-31 20:00:00,1754.5,1754.5,1754.5,1754.5,238
2020-12-31 17:00:00,1752.64,1752.65,1752.0,1752.6,36146
2020-12-31 16:00:00,1747.1,1754.52,1743.975,1751.17,266249
2020-12-31 15:00:00,1742.54,1748.81,1739.62,1746.92,88461
2020-12-31 14:00:00,1746.5,1747.3105,1742.0,1742.66,60727
2020-12-31 13:00:00,1745.0489,1749.745,1744.13,1747.37,73429
2020-12-31 12:00:00,1747.91,1750.2099,1742.95,1743.42,99625
2020-12-31 11:00:00,1746.9933,1754.22,1741.955,1747.47,102670
2020-12-31 10:00:00,1740.9999,1757.5,1736.09,1747.321,132278
2020-12-31 09:00:00,1739.65,1742.0,1739.65,1742.0,661
2020-12-30 20:00:00,1738.46,1738.46,1738.46,1738.46,245
2020-12-30 19:00:00,1736.3,1736.3,1736.3,1736.3,420
2020-12-30 17:00:00,1736.25,1736.4236,1736.25,1736.25,11033
2020-12-30 16:00:00,1736.03,1741.18,1734.12,1736.24,275271
2020-12-30 15:00:00,1734.65,1736.13,1730.58,1736.1,91944
2020-12-30 14:00:00,1729.46,1736.52,1729.46,1734.605,80334
2020-12-30 13:00:00,1745.5256,1745.9202,1728.0,1729.36,195491
2020-12-30 12:00:00,1749.42,1749.48,1744.42,1745.75,65897
2020-12-30 11:00:00,1748.1,1749.465,1742.47,1749.465,116484
2020-12-30 10:00:00,1762.1002,1767.76,1748.54,1749.0,111094
2020-12-30 09:00:00,1762.0,1762.0,1762.0,1762.0,348
2020-12-30 08:00:00,1763.5,1763.5,1763.15,1763.15,400
2020-12-29 19:00:00,1759.0,1759.0,1759.0,1759.0,224
2020-12-29 17:00:00,1757.76,1757.9358,1757.7,1757.76,5415
2020-12-29 16:00:00,1758.58,1761.54,1755.11,1757.78,179805
2020-12-29 15:00:00,1761.89,1761.89,1756.23,1758.69,66788
2020-12-29 14:00:00,1762.32,1762.47,1758.7205,1762.4,77079
2020-12-29 13:00:00,1760.2022,1763.9,1756.6,1762.5,135298
2020-12-29 12:00:00,1769.94,1770.35,1758.38,1758.9905,107424
2020-12-29 11:00:00,1771.335,1773.765,1763.0,1770.09,146784
2020-12-29 10:00:00,1783.25,1788.57,1767.335,1772.06,165272
2020-12-29 09:00:00,1783.0,1783.0,1781.0,1781.3,1754
2020-12-29 07:00:00,1782.0,1782.0,1782.0,1782.0,200
2020-12-29 05:00:00,1780.0,1780.0,1780.0,1780.0,542
2020-12-28 20:00:00,1775.27,1779.15,1775.18,1778.87,806
2020-12-28 18:00:00,1774.01,1774.01,1774.01,1774.01,306
2020-12-28 17:00:00,1773.96,1773.96,1773.7826,1773.96,9864
2020-12-28 16:00:00,1778.01,1780.25,1772.88,1774.12,307647
2020-12-28 15:00:00,1778.77,1779.63,1771.49,1777.925,152247
2020-12-28 14:00:00,1779.378,1787.0,1777.7198,1777.855,142667
2020-12-28 13:00:00,1766.97,1783.0,1766.5,1778.64,203294
2020-12-28 12:00:00,1762.28,1767.0,1762.01,1766.53,97151
2020-12-28 11:00:00,1755.0,1767.43,1749.85,1762.845,155532
2020-12-28 10:00:00,1748.0,1755.06,1741.82,1753.89,126161
2020-12-28 09:00:00,1747.81,1748.0,1747.5,1748.0,1609
2020-12-28 08:00:00,1745.0,1745.0,1745.0,1745.0,289
2020-12-24 14:00:00,1734.16,1734.16,1734.16,1734.16,30792
2020-12-24 13:00:00,1727.1773,1736.17,1725.01,1734.75,149737
2020-12-24 12:00:00,1725.02,1732.02,1724.35,1727.04,90430
2020-12-24 11:00:00,1734.07,1736.0,1725.0,1725.37,67435
2020-12-24 10:00:00,1729.0,1742.41,1727.0,1733.19,75443
2020-12-23 19:00:00,1729.49,1729.49,1729.49,1729.49,117
2020-12-23 18:00:00,1728.23,1728.23,1728.23,1728.23,18360
2020-12-23 17:00:00,1728.23,1728.23,1728.0572,1728.23,77479
2020-12-23 16:00:00,1730.885,1738.16,1727.25,1727.4,281980
2020-12-23 15:00:00,1734.2,1734.95,1730.565,1731.07,100134
2020-12-23 14:00:00,1726.38,1737.44,1726.38,1735.15,95032
2020-12-23 13:00:00,1723.9317,1728.63,1721.4301,1726.78,51194
2020-12-23 12:00:00,1724.05,1726.16,1721.2,1722.83,64091
2020-12-23 11:00:00,1727.68,1731.9999,1721.45,1724.725,102918
2020-12-23 10:00:00,1725.0,1744.11,1723.3115,1727.42,215549
2020-12-23 09:00:00,1724.0,1724.0,1722.99,1722.99,792
2020-12-23 08:00:00,1726.5,1726.5,1725.0,1725.0,1474
2020-12-23 06:00:00,1730.0,1730.0,1730.0,1730.0,588
2020-12-22 19:00:00,1720.22,1720.22,1720.22,1720.22,2553
2020-12-22 18:00:00,1722.21,1722.21,1722.21,1722.21,109
2020-12-22 17:00:00,1720.22,1723.21,1720.0,1723.21,18666
2020-12-22 16:00:00,1717.26,1720.94,1713.32,1720.23,203881
2020-12-22 15:00:00,1716.905,1718.37,1714.91,1715.795,91368
2020-12-22 14:00:00,1714.9,1717.75,1713.355,1715.57,76062
2020-12-22 13:00:00,1713.675,1718.99,1713.675,1714.42,87212
2020-12-22 12:00:00,1730.095,1730.095,1705.78,1713.815,120824
2020-12-22 11:00:00,1725.98,1732.6123,1717.3,1729.6223,152379
2020-12-22 10:00:00,1735.0,1735.0,1717.26,1726.73,121267
2020-12-22 09:00:00,1736.0,1738.7878,1736.0,1738.7878,810
2020-12-21 20:00:00,1733.97,1733.97,1733.97,1733.97,100
2020-12-21 19:00:00,1734.0,1734.0,1734.0,1734.0,141
2020-12-21 17:00:00,1734.56,1734.56,1734.3865,1734.3865,54843
2020-12-21 16:00:00,1733.94,1737.0,1729.18,1734.56,311615
2020-12-21 15:00:00,1726.0,1736.33,1725.09,1733.69,124391
2020-12-21 14:00:00,1720.065,1728.89,1720.065,1726.955,138819
2020-12-21 13:00:00,1709.77,1722.19,1708.3326,1720.04,117611
2020-12-21 12:00:00,1700.76,1716.055,1700.02,1709.6,139230
2020-12-21 11:00:00,1704.07,1706.925,1694.0,1701.035,286083
2020-12-21 10:00:00,1708.0,1721.3095,1705.0,1705.89,208116
2020-12-21 09:00:00,1706.0,1708.0,1706.0,1708.0,567
2020-12-21 07:00:00,1700.0,1700.0,1700.0,1700.0,481
2020-12-18 20:00:00,1726.0,1726.0,1726.0,1726.0,111
2020-12-18 19:00:00,1723.83,1723.83,1723.83,1723.83,125
2020-12-18 18:00:00,1725.1,1726.22,1722.5,1722.5,12322
2020-12-18 17:00:00,1726.22,1727.0,1721.61,1726.0,198539
2020-12-18 16:00:00,1717.28,1734.25,1715.4,1720.03,779276
2020-12-18 15:00:00,1721.78,1723.67,1715.0,1716.98,187614
2020-12-18 14:00:00,1723.37,1724.0,1716.785,1721.97,194035
2020-12-18 13:00:00,1722.4,1728.779,1721.21,1722.64,174022
2020-12-18 12:00:00,1727.54,1727.81,1718.89,1724.01,159051
2020-12-18 11:00:00,1731.61,1733.0,1721.47,1727.64,227051
2020-12-18 10:00:00,1746.0,1749.0,1730.18,1731.52,398838
2020-12-18 09:00:00,1744.0,1746.3156,1740.51,1744.99,5992
2020-12-17 18:00:00,1742.02,1742.02,1740.51,1740.51,1151
2020-12-17 17:00:00,1740.51,1744.0,1740.5,1742.0,137136
2020-12-17 16:00:00,1740.39,1741.01,1731.15,1740.52,408874
2020-12-17 15:00:00,1741.3,1742.17,1737.33,1740.0,139345
2020-12-17 14:00:00,1746.64,1747.06,1737.37,1741.64,181425
2020-12-17 13:00:00,1750.42,1752.65,1743.44,1746.97,149607
2020-12-17 12:00:00,1750.82,1754.15,1745.01,1750.27,144506
2020-12-17 11:00:00,1765.86,1766.61,1749.065,1749.82,170042
2020-12-17 10:00:00,1764.18,1766.71,1758.745,1764.81,187702
2020-12-17 09:00:00,1762.0,1762.0,1762.0,1762.0,371
2020-12-17 07:00:00,1766.96,1766.96,1766.96,1766.96,100
2020-12-16 19:00:00,1755.1,1755.1,1755.1,1755.1,200
