3.451135532255578120e-02,3.492969733505912888e-02,4.140281726587599631e-02,3.926890599215407396e-02,2.798346570133314337e-01,4.455995713932021651e-01,5.199855401326602955e-01,4.438589588540076125e-01,2.315088449784444974e-02,1.139850231421010163e-01,1.175730585587472787e-01,3.593752603625152142e-01,7.302734619646181202e-02
3.782717567184104568e-02,3.560908818038818757e-02,4.032205590304785425e-02,3.569034655813169143e-02,2.639359627055425928e-01,2.922085315157437746e-01,3.690849421757481097e-01,3.532399251690468422e-01,3.161442675742199421e-02,1.140047699220902711e-01,1.167730689254089377e-01,3.061908129694538294e-01,7.248680520706363151e-02
3.339167187162059292e-02,3.233767442685153704e-02,3.962789877837399888e-02,3.582015793981949137e-02,2.022964601230625992e-01,3.701624657192674750e-01,4.147534228287183544e-01,3.687497997035549258e-01,5.167860760765580902e-02,1.167392469642789254e-01,1.080548388137105714e-01,3.088327072772220072e-01,7.385355758862147124e-02
3.451567832290783344e-02,3.305166937694775653e-02,4.081409766069879486e-02,3.654280101564214012e-02,1.978481405932715209e-01,3.829030437734651238e-01,4.643179032281052887e-01,3.914982924535586051e-01,2.190624593025951306e-02,1.177342195104291445e-01,9.515063597535008966e-02,3.243378920826890388e-01,7.240866631376896567e-02
4.587247702516419889e-02,4.358423274982078932e-02,5.061563483579564759e-02,4.688901878821866154e-02,4.114642631383550464e-01,5.886774623403705498e-01,6.183019864534395893e-01,6.070761790798206992e-01,1.667861216121162282e-02,1.109474541197727204e-01,7.743245560415383533e-02,5.080275338500193083e-01,7.399842423002678249e-02
4.521104479142379340e-02,4.428525940598404542e-02,5.170957588856089915e-02,4.857227928074467349e-02,1.865135987710664633e-01,4.010215427879523231e-01,5.858895133332195915e-01,5.680289016117221479e-01,2.678522911519273797e-02,1.116063698170526308e-01,6.453528862826479751e-02,5.322859081989917973e-01,7.718792812425198657e-02
4.720832367358024362e-02,4.694653010142865734e-02,5.442026575558939205e-02,5.182197002227770244e-02,2.395211858710792341e-01,4.316541120551330435e-01,6.872797334120444024e-01,5.718317106214616530e-01,2.245388689999660431e-02,1.085029112338244672e-01,5.127400993691912101e-02,5.774243130658904821e-01,8.658729455517510942e-02
5.076623204257943445e-02,5.609437519577770148e-02,5.808431331605418135e-02,5.951564260129871275e-02,5.175539171559995211e-01,5.165334996882344765e-01,7.937054178250880776e-01,6.570344660329205944e-01,2.235431581458952044e-02,7.401549143929861407e-02,5.186931348199435438e-02,6.679755356531519306e-01,1.132749878870685512e-01
5.476511280724438713e-02,5.371437004117768366e-02,5.988557778943651155e-02,5.668568851943656117e-02,3.985329601557682788e-01,3.149727591846611108e-01,7.443136301625845608e-01,5.175279536998702579e-01,8.608132832685039260e-02,8.148754843987562890e-02,7.294869069915353721e-02,6.116518489445169626e-01,1.380564174095410268e-01
5.457056461152370863e-02,5.300902941541515978e-02,6.007010684254945887e-02,5.736072089642674232e-02,1.000000000000000000e+00,3.800784100114135700e-01,5.926422488103944008e-01,4.879327006925154864e-01,3.828599305005957881e-02,7.555075838482813722e-02,1.011975030747203630e-01,6.197177268481663948e-01,1.610677448232655518e-01
5.491209481921358049e-02,5.326865914542558422e-02,6.178350671635121638e-02,5.723090951473894239e-02,2.168217775121938362e-01,3.649355175136216878e-01,5.664042710259287183e-01,4.534542421411087987e-01,2.807965322548078291e-02,7.315231810322897488e-02,1.269043114033069353e-01,6.169178362893676937e-01,1.829450435969172395e-01
5.507204583223884731e-02,5.864745364448373244e-02,6.187576454591078856e-02,6.356586324766705376e-02,4.262212326362886383e-01,4.862512473434091875e-01,6.061015890846250809e-01,5.486230145448792728e-01,1.164996877778643261e-02,6.542986068295156277e-02,1.523780869220888456e-01,6.918454457426702620e-01,2.130593605101145094e-01
6.298333417464893613e-02,6.283192500035883477e-02,6.832518688304753396e-02,6.514527463484279246e-02,3.626485122525304194e-01,3.959357196885608388e-01,5.184155153640547242e-01,5.241068316022033935e-01,7.248941981324941164e-02,6.968642675848973900e-02,1.751386996400168816e-01,7.086201450057126872e-01,2.474368039971857336e-01
6.224407475469279083e-02,6.253766478044611721e-02,6.947184669556108472e-02,6.652562871121703303e-02,2.299433656626260203e-01,3.921121162238941360e-01,5.745031759173243602e-01,5.040387439390034974e-01,4.754625577808267028e-02,7.117557101138932696e-02,1.939061604569079778e-01,7.233649832860432616e-01,2.793587158066090925e-01
6.480335686249286131e-02,6.208763991509475000e-02,6.885238787452452325e-02,6.435339882212001705e-02,1.865742620028001397e-01,3.287351811951702008e-01,5.371717578178749619e-01,4.289345981653786000e-01,3.116635687309142477e-02,6.552867493602065885e-02,2.052056158986718670e-01,6.697828369736870124e-01,3.060392209003240938e-01
6.249914495534197867e-02,6.395701354887242673e-02,6.939276855593862203e-02,6.877574542932674007e-02,2.498436248195407272e-01,4.469960861756674952e-01,5.968376079958097602e-01,4.940443587042437357e-01,3.300857373830829583e-02,6.281396476210196478e-02,2.117130020303104043e-01,7.204151582005841048e-01,3.339717756741790167e-01
6.653691954329610247e-02,6.479218223220775674e-02,6.981891186390418169e-02,6.586790451845186967e-02,2.991282010362107946e-01,3.162977502794097617e-01,4.732652265418318960e-01,4.101583458294844609e-01,4.839261000404041640e-02,6.365078227381162912e-02,2.084140762937198299e-01,6.508777617337432320e-01,3.613145560600504735e-01
6.332918738269083248e-02,6.142988488059988872e-02,6.936639578207054457e-02,6.556068424845740150e-02,1.587508602757103371e-01,3.618852973879805313e-01,4.485073260226571379e-01,3.986339365812896496e-01,5.317232567394891002e-02,5.912406899858377307e-02,1.977531342438365869e-01,6.435520913085996941e-01,3.842174224990309028e-01
6.316922318978640538e-02,6.075050722783836843e-02,6.730593073992577335e-02,6.262254082297510904e-02,1.735298866210410185e-01,3.148279660985073836e-01,3.923143871033452079e-01,3.451199140885563565e-01,1.961595918071263114e-02,5.541440636679567655e-02,1.811322603196212910e-01,5.740893187218135685e-01,3.942205392147829501e-01
6.092985628791602881e-02,6.193617604668771870e-02,6.745530055921261647e-02,6.463899705404677065e-02,2.205944370063546989e-01,4.040380336551437357e-01,4.470667338894331322e-01,3.963292769515787684e-01,3.514935207455409383e-02,5.436674226020625500e-02,1.602626110955966132e-01,6.042640725718866346e-01,4.061961699363765277e-01
6.286661316514408071e-02,6.078079736300626146e-02,6.774526713182221771e-02,6.352259278710445378e-02,2.172326863651429518e-01,3.473009148416896230e-01,3.745788477674851791e-01,3.752102234120255342e-01,4.709818589375208003e-02,5.753609040433441124e-02,1.322880573891181133e-01,5.772137930302465580e-01,4.173163984635702706e-01
6.487252486812541963e-02,6.242948572627510240e-02,7.004297998682834647e-02,6.623138957939134208e-02,1.798397322966780731e-01,4.163744790523830064e-01,4.473441624932139593e-01,4.284044580363353116e-01,3.051914481794725659e-02,5.739113337035456341e-02,1.032999269738031495e-01,6.193699809172914517e-01,4.315666395852669757e-01
